"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA007028754","BEAUCEVILLE, QC CA","2015-10-30","0.09","36","43","30","   32","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2015-10-31","0.00","35","43","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-01","0.71","40","48","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-02","0.00","44","48","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-03","0.24","43","46","39","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-04","0.00","42","51","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-05","0.00","44","59","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-06","0.08","59","70","47","   29","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-07","0.00","44","53","35","   33","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-08","0.00","33","38","27","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-09","0.00","43","54","33","   23","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-10","0.00","42","56","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-11","0.00","36","42","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-12","0.35","39","46","33","   15","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-13","0.12","42","47","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-14","0.00","33","36","29","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-15","0.00","33","38","29","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-16","0.00","31","37","25","   25","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-17","0.00","30","39","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-18","0.00","32","47","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-19","0.24","39","47","32","   15","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-20","0.51","37","47","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-21","0.00","32","40","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-22","0.00","39","47","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-23","0.00","24","32","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-24","0.00","19","26","12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-25","0.00","21","32","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-26","0.00","37","51","23","   20","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-27","0.16","44","56","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-28","0.00","27","32","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-29","0.08","18","27","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-11-30","0.00","15","26","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-01","0.04","24","33","14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-02","0.43","35","38","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-03","0.43","32","36","28","    1","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-04","0.06","31","35","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-05","0.00","36","38","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-06","0.00","32","38","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-07","0.00","33","39","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-08","0.00","28","34","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-09","0.00","32","36","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-10","0.00","34","40","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-11","0.08","41","51","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-12","0.04","38","45","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-13","0.00","33","38","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-14","0.63","34","38","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-15","0.63","32","38","26","   13","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-16","0.00","27","29","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-17","0.35","32","36","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-18","0.00","35","40","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-19","0.04","23","30","16","   30","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-20","0.00","20","24","16","   29","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-21","0.20","26","33","19","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-22","0.28","34","36","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-23","0.24","38","42","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-24","0.47","49","58","40","   26","136.5"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-25","0.00","40","46","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-26","0.00","33","38","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-27","0.71","22","30","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-28","0.00","9","15","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-29","0.71","8","11","5","   12","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-30","0.20","18","26","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2015-12-31","0.00","28","31","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-01","0.00","25","28","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-02","0.00","25","28","21","   26","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-03","0.24","22","30","13","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-04","0.00","0","13","-12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-05","0.00","-4","8","-16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-06","0.00","13","24","2","   24","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-07","0.00","22","29","16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-08","0.00","28","36","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-09","0.00","29","34","23","   15","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-10","0.24","38","44","32","   11","120.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-11","0.04","22","37","6","   24","132.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-12","0.20","10","21","-2","   14","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-13","0.12","13","19","6","   26","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-14","0.00","1","10","-7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-15","0.00","2","15","-11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-16","0.12","19","26","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-17","0.00","17","26","8","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-18","0.04","12","19","5","   28","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-19","0.24","10","17","3","   28","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-20","0.00","14","20","8","   31","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-21","0.00","13","18","8","   28","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-22","0.00","7","18","-4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-23","0.00","3","20","-13","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-24","0.00","4","18","-10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-25","0.00","21","29","12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-26","0.20","26","38","13","   24","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-27","0.04","23","35","10","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-28","0.00","18","29","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-29","0.12","28","32","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-30","0.00","24","26","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-01-31","0.00","33","42","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-01","0.12","35","47","22","   25","111.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-02","0.00","15","23","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-03","0.71","23","38","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-04","0.12","37","44","29","   23","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-05","0.00","20","29","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-06","0.12","18","29","8","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-07","0.07","18","30","5","   35","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-08","0.00","11","18","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-09","0.16","11","19","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-10","0.00","14","24","3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-11","0.08","8","18","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-12","0.00","1","11","-9","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-13","0.00","-3","7","-12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-14","0.00","-13","-7","-19","   27","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-15","0.00","1","17","-16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-16","0.43","33","48","17","   26","111.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-17","0.00","25","30","19","   25","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-18","0.00","13","24","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-19","0.00","15","32","-3","   16","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-20","0.39","33","38","27","   16","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-21","0.04","23","36","9","   28","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-22","0.00","6","17","-5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-23","0.00","8","28","-12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-24","1.81","29","34","23","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-25","0.79","37","47","27","   27","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-26","0.04","17","27","8","   27","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-27","0.00","17","32","2","   24","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-28","0.24","25","34","16","   35","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-02-29","0.24","30","38","23","   26","132.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-01","0.00","15","26","4","   27","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-02","0.43","12","25","-1","   24","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-03","0.00","-3","3","-9","   25","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-04","0.00","2","20","-16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-05","0.00","6","26","-14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-06","0.00","21","32","11","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-07","0.24","26","35","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-08","0.00","35","39","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-09","0.63","43","54","32","   23","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-10","0.00","39","47","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-11","0.00","32","38","25","   31","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-12","0.04","36","49","22","   25","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-13","0.00","34","43","25","   32","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-14","0.00","31","42","20","   15","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-15","0.16","37","43","31","   17","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-16","0.00","39","45","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-17","0.52","30","36","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-18","0.19","21","29","13","   28","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-19","0.00","16","22","9","   30","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-20","0.00","17","33","1","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-21","0.00","23","34","12","   28","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-22","0.04","23","31","14","   26","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-23","0.04","24","33","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-24","0.12","21","29","13","   11","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-25","0.71","27","33","21","   12","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-26","0.00","28","34","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-27","0.00","35","54","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-28","0.79","33","40","26","   34","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-29","0.24","31","35","26","   29","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-30","0.00","34","48","20","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-03-31","0.47","40","46","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-01","0.28","46","56","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-02","0.00","36","46","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-03","0.00","18","27","8","   31","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-04","0.00","13","22","5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-05","0.00","13","23","4","   33","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-06","0.12","20","36","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-07","0.35","41","53","28","   15","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-08","0.16","33","41","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-09","0.00","23","28","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-10","0.00","22","31","14","   30","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-11","0.20","27","37","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-12","0.35","39","44","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-13","0.00","33","40","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-14","0.00","34","46","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-15","0.00","36","52","20","    5","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-16","0.00","40","57","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-17","0.00","48","69","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-18","0.00","46","55","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-19","0.00","41","53","29","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-20","0.00","41","53","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-21","0.00","48","67","28","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-22","0.12","49","59","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-23","0.00","39","50","28","   34","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-24","0.00","36","47","24","    1","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-25","0.00","34","42","26","   26","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-26","0.00","32","44","20","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-27","0.00","30","38","22","   34","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-28","0.00","30","38","22","   33","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-29","0.00","34","50","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-04-30","0.00","40","56","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-01","0.20","44","62","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-02","0.24","39","44","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-03","0.00","41","47","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-04","0.00","45","56","35","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-05","0.00","49","57","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-06","0.00","53","69","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-07","0.00","55","71","39","   14","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-08","0.20","45","60","31","   32","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-09","0.04","37","43","31","   28","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-10","0.00","46","58","34","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-11","0.00","46","63","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-12","0.00","54","75","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-13","0.00","59","77","41","   18","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-14","0.00","59","71","48","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-15","0.63","40","48","32","   25","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-16","0.08","35","38","31","   29","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-17","0.04","41","47","35","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-18","0.00","48","65","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-19",,,,"43","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-20","0.00","56","73","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-21","0.00","60","77","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-22","0.00","60","75","44","    4","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-23","0.00","58","78","39","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-24","0.00","61","82","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-25","0.00","67","80","53","   24","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-26","0.00","59","73","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-27","0.59","69","83","55","   25","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-28","0.00","67","75","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-29","0.94","60","65","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-30","0.08","70","82","59","   22","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-05-31","0.00","66","76","57","   24","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-01","0.00","63","73","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-02","0.00","61","70","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-03","0.12","66","77","55","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-04","0.00","62","74","50","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-05","1.26","57","68","46","   13","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-06","0.12","63","72","54","   21","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-07","0.08","61","70","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-08","0.04","50","56","43","   27","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-09","0.00","45","50","41","   29","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-10","0.00","51","59","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-11","0.00","57","64","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-12","0.24","51","56","47","   26","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-13","0.00","54","60","49","   36","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-14","0.00","61","73","49","   35","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-15","0.00","60","73","47","   33","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-16","0.00","57","72","41","    3","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-17","0.00","59","77","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-18","0.00","62","82","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-19","0.00","71","87","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-20","0.67","76","88","63","   21","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-21","0.04","60","70","50","   24","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-22","0.08","57","66","48","   31","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-23","0.00","58","70","46","   27","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-24","0.00","56","71","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-25","0.00","65","83","48","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-26","0.00","69","87","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-27","0.00","72","81","64","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-28","0.35","70","78","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-29","0.16","65","73","57","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-06-30","0.00","67","77","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-01","0.08","66","81","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-02","0.00","59","64","54","   25","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-03","0.04","62","70","53","   31","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-04","0.00","66","80","52","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-05","0.00","69","82","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-06","0.00","69","79","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-07","0.83","59","63","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-08","0.00","60","67","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-09","0.12","58","61","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-10","0.43","56","60","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-11","0.00","63","78","48","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-12","0.00","69","83","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-13","0.00","73","89","57","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-14","0.79","78","90","67","   15","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-15","0.24","71","81","62","   23","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-16","0.28","65","72","57","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-17","0.08","65","75","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-18","0.12","67","79","55","   32","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-19","0.00","58","65","51","   34","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-20","0.00","63","73","54","   27","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-21","0.00","68","81","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-22","1.14","71","80","62","   21","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-23","0.00","68","77","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-24","0.00","63","76","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-25","0.59","67","77","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-26","0.04","70","78","63","   31","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-27","0.00","72","84","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-28","0.00","68","80","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-29","0.00","65","76","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-30","0.00","63","73","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-07-31","0.00","63","78","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-01","0.00","66","79","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-02","0.00","66","80","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-03","0.00","67","82","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-04","0.08","70","83","57","   23","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-05","0.00","76","89","63","   20","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-06","0.12","69","78","59","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-07","0.24","65","74","56","   28","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-08","0.00","59","71","47","   30","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-09","0.00","60","75","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-10","0.00","67","85","48","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-11","0.31","70","80","60","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-12","0.16","62","66","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-13","1.93","63","70","57","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2016-08-14","0.94","62","66","59","    0","0.0"
